Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
7/1/09,India,104,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Indonesia,8,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Iran,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Iraq,11,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Ireland,41,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Israel,506,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Italy,123,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Jamaica,32,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Japan,1266,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Jersey, Crown Dependency",8,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Jordan,20,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Kenya,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Kuwait,34,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Laos,3,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Latvia,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Lebanon,39,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Lithuania,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Luxembourg,4,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Malaysia,112,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Mauritius,7,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Mexico,8680,116,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Montenegro,4,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Morocco,17,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Myanmar,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Nepal,3,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Netherlands,128,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Netherlands Antilles, Curaçao",7,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,"Netherlands Antilles, Sint Maarten",7,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,New Zealand,711,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Nicaragua,293,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Norway,32,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Oman,3,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Panama,417,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Paraguay,96,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Peru,538,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Philippines,861,1,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Poland,15,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Portugal,17,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Qatar,10,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Republic of Korea,202,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Romania,28,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Russia,3,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Saint Lucia,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Samoa,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Saudi Arabia,81,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Serbia,12,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Singapore,701,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Slovakia,13,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Slovenia,4,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,South Africa,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Spain,717,1,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Sri Lanka,15,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Suriname,11,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Sweden,69,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Switzerland,56,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Thailand,1414,3,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Trinidad and Tobago,53,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Tunisia,3,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Turkey,32,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Ukraine,1,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,United Kingdom,6538,3,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,United States of America,27717,127,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Uruguay,195,1,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Vanuatu,2,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Venezuela,193,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Viet Nam,123,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,West Bank and Gaza Strip,13,0,https://www.who.int/csr/don/2009_07_01a/en/
7/1/09,Yemen,7,0,https://www.who.int/csr/don/2009_07_01a/en/
7/3/09,Algeria,5,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Argentina,1587,26,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Australia,4568,9,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Austria,15,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Bahamas,6,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Bahrain,15,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Bangladesh,12,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Barbados,12,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Belgium,49,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Bolivia,283,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Bosnia and Hezegovina,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Brazil,737,1,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"British Virgin Islands,  UKOT",2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Brunei Darussalam,85,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Bulgaria,10,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Cambodia,7,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Canada,7983,25,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Cap Verde,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Cayman Islands, UKOT",14,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Chile,7376,14,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,China,1814,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Colombia,101,2,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Costa Rica,227,2,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Cuba,73,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Cyprus,70,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Czech Republic,15,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Denmark,63,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Dominica,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Dominican Republic,108,2,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Ecuador,163,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Egypt,67,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,El Salvador,253,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Estonia,13,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Ethiopia,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Fiji,2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Finland,43,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,France,300,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"France, New Caledonia, FOC",6,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"French Polynesia, FOC",2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Germany,470,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Greece,109,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Guatemala,254,2,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Guernsey, Crown Dependency",5,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Honduras,123,1,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Hungary,11,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Iceland,4,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,India,104,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Indonesia,8,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Iran,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Iraq,11,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Ireland,51,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Israel,577,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Italy,130,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Jamaica,32,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Japan,1446,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Jersey, Crown Dependency",11,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Jordan,22,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Kenya,12,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Kuwait,35,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Laos,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Latvia,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Lebanon,47,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Lithuania,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Luxembourg,4,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Malaysia,112,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Malta,2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Martinique, FOC",2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Mauritius,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Mexico,10262,119,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Montenegro,9,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Morocco,17,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Myanmar,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Nepal,5,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Netherlands,134,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Netherlands Antilles, Curaçao",8,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Netherlands Antilles, Sint Maarten",7,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,"Netherlands, Aruba",5,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,New Zealand,912,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Nicaragua,308,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Norway,41,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Oman,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Palau,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Panama,417,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Paraguay,103,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Peru,538,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Philippines,1709,1,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Poland,19,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Portugal,27,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Qatar,10,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Republic of Korea,202,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Romania,36,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Russia,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Saint Lucia,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Samoa,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Saudi Arabia,89,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Serbia,15,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Singapore,878,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Slovakia,18,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Slovenia,5,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,South Africa,12,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Spain,760,1,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Sri Lanka,17,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Suriname,11,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Sweden,74,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Switzerland,72,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Thailand,1414,3,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Trinidad and Tobago,53,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Tunisia,3,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Turkey,40,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Uganda,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Ukraine,1,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,United Kingdom,7447,3,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,United States of America,33902,170,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Uruguay,195,1,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Vanuatu,2,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Venezuela,204,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Viet Nam,131,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,West Bank and Gaza Strip,30,0,https://www.who.int/csr/don/2009_07_03/en/
7/3/09,Yemen,7,0,https://www.who.int/csr/don/2009_07_03/en/
7/6/09,Algeria,5,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Antigua and Barbuda,2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Argentina,2485,60,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Australia,5298,10,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Austria,19,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Bahamas,7,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Bahrain,15,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Bangladesh,18,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Barbados,12,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Belgium,54,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Bermuda, UKOT",1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Bolivia,416,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Bosnia and Hezegovina,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Brazil,737,1,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"British Virgin Islands,  UKOT",2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Brunei Darussalam,124,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Bulgaria,10,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Cambodia,7,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Canada,7983,25,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Cap Verde,3,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Cayman Islands, UKOT",14,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Chile,7376,14,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,China,2040,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Colombia,118,2,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Cook Island,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Costa Rica,277,3,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Cote d'Ivoire,2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Croatia,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Cuba,85,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Cyprus,109,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Czech Republic,15,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Denmark,66,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Dominica,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Dominican Republic,108,2,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Ecuador,204,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Egypt,78,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,El Salvador,319,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Estonia,13,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Ethiopia,3,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Fiji,2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Finland,47,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,France,310,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"French Polynesia, FOC",4,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Germany,505,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Greece,151,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Guadaloupe, FOC",2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Guatemala,286,2,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Guernsey, Crown Dependency",5,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Guyana,2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Honduras,123,1,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Hungary,11,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Iceland,4,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,India,129,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Indonesia,20,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Iran, Islamic Republic",1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Iraq,12,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Ireland,74,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Isle of Man, Crown Dependency",1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Israel,681,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Italy,146,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Jamaica,32,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Japan,1790,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Jersey, Crown Dependency",11,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Jordan,23,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Kenya,15,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Kuwait,35,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Laos,5,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Latvia,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Lebanon,49,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Libya,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Lithuania,3,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Luxembourg,6,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Malaysia,112,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Malta,24,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Martinique, FOC",3,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Mauritius,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Mexico,10262,119,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Montenegro,10,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Morocco,17,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Myanmar,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Nepal,5,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Netherlands,135,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Netherlands Antilles, Curaçao",8,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Netherlands Antilles, Sint Maarten",7,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Netherlands, Aruba",5,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"New Caledonia, FOC",12,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,New Zealand,1059,3,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Nicaragua,321,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Norway,41,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Oman,4,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Palau,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Panama,417,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Papua New Guinea,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Paraguay,106,1,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Peru,916,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Philippines,1709,1,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Poland,25,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Portugal,42,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Puerto Rico,18,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Qatar,23,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Republic of Korea,202,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Romania,41,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Russia,3,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Saint Lucia,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,"Saint Martin, FOC",1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Samoa,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Saudi Arabia,114,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Serbia,15,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Singapore,1055,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Slovakia,18,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Slovenia,14,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,South Africa,18,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Spain,776,1,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Sri Lanka,19,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Suriname,11,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Sweden,84,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Switzerland,76,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Syria,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Thailand,2076,7,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,The former Yugoslav Republic of Macedonia,2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Trinidad and Tobago,65,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Tunisia,5,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Turkey,40,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Uganda,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Ukraine,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,United Arab Emirates,8,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,United Kingdom,7447,3,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,United States of America,33902,170,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Uruguay,195,4,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Vanuatu,2,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Venezuela,206,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Viet Nam,181,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Virgin Islands,1,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,West Bank and Gaza Strip,60,0,https://www.who.int/csr/don/2009_07_06/en/
7/6/09,Yemen,8,0,https://www.who.int/csr/don/2009_07_06/en/
